71|33.1|-38.37|16.0
72|5.49|24.61|24.0
73|-1.7|8.56|95.0
74|32.58|-5.05|54.0
75|-32.8|25.51|33.0
76|-17.57|-39.17|57.0
77|7.8|34.45|13.0
78|-25.61|11.0|14.0
79|-3.91|30.69|62.0
80|-18.74|-20.27|28.0
81|-3.71|41.12|57.0
82|0.03|-7.92|32.0
83|22.04|49.48|63.0
84|-0.23|-34.75|60.0
85|27.92|20.18|22.0
86|16.81|1.57|80.0
87|41.78|10.92|79.0
88|-20.11|-18.61|59.0
89|37.46|-23.89|25.0
90|38.91|39.9|90.0
91|-35.3|28.22|32.0
92|39.31|-8.87|20.0
93|-1.4|41.93|13.0
94|31.67|44.33|58.0
95|44.5|-42.48|47.0
96|30.71|43.29|37.0
97|35.55|-36.06|69.0
98|41.38|47.52|17.0
99|-9.53|19.6|97.0
100|-49.05|-34.45|38.0
101|-43.45|-0.46|97.0
102|45.57|45.62|92.0
103|49.1|41.12|34.0
104|47.33|26.28|20.0
105|12.78|-2.63|60.0
106|-16.54|-49.13|34.0
107|-27.62|-2.87|86.0
108|-6.57|-46.8|42.0
109|11.18|-46.16|93.0
110|-48.63|29.53|49.0
111|13.52|-38.51|90.0
112|31.55|21.72|64.0
113|34.69|-34.77|21.0
114|-27.19|-49.9|92.0
115|16.36|-3.33|78.0
116|4.13|-49.15|39.0
117|48.43|19.53|91.0
118|-21.91|-7.38|67.0
119|-10.76|39.87|52.0
120|21.48|-30.42|58.0
121|-4.63|-2.91|74.0
122|-46.86|-5.85|95.0
123|-20.51|-33.25|77.0
124|37.9|41.62|91.0
125|9.93|-25.75|99.0
126|42.38|30.94|24.0
127|-10.4|39.76|27.0
128|33.71|-38.65|53.0
129|3.09|49.1|56.0
130|15.3|-37.3|98.0
131|0.92|-27.6|27.0
132|25.15|-41.01|62.0
133|-2.45|33.52|13.0
134|31.67|-10.72|90.0
135|-3.94|-33.74|93.0
136|49.7|-22.32|51.0
137|16.31|-19.35|76.0
138|-35.05|-4.74|53.0
139|-4.11|2.43|29.0
140|-1.04|10.59|56.0
141|-46.6|41.81|25.0
142|-31.09|-17.29|70.0
143|-47.71|-6.14|44.0
144|-3.73|10.76|90.0
145|-19.93|-27.77|87.0
146|-3.07|17.63|77.0
147|-37.51|30.34|58.0
148|41.49|11.72|81.0
149|-34.86|29.53|41.0
150|9.03|40.4|54.0
151|-3.8|-27.18|27.0
152|-29.81|21.57|70.0
153|12.82|34.18|19.0
154|26.22|15.59|39.0
155|-48.62|-21.4|48.0
156|-0.65|-21.29|61.0
157|46.75|-13.9|78.0
158|16.96|21.66|28.0
159|-20.18|-35.94|57.0
160|-42.96|-18.23|66.0
161|-6.43|-43.51|32.0
162|25.59|5.8|89.0
163|48.38|36.6|52.0
164|18.23|31.96|34.0
165|44.65|-0.96|76.0
166|-22.66|-45.68|18.0
167|27.11|-47.52|21.0
168|-5.95|-49.57|55.0
169|-0.53|49.66|67.0
170|19.85|-45.92|13.0
171|19.99|-18.01|42.0
172|46.66|-41.2|71.0
173|19.19|8.98|77.0
174|-14.15|45.25|42.0
175|-20.37|-11.08|11.0
176|27.21|35.51|21.0
177|43.81|26.5|86.0
178|-13.23|-9.16|51.0
179|-28.31|-44.4|49.0
180|-41.14|-13.91|92.0
181|-48.37|30.85|16.0
182|-27.81|13.32|72.0
183|-19.87|10.53|59.0
184|12.45|-9.91|57.0
185|-35.65|-24.98|99.0
186|14.61|-26.14|28.0
187|-30.7|39.87|89.0
188|46.77|12.62|74.0
189|26.4|-9.08|26.0
190|4.69|-5.56|75.0
191|43.97|-10.27|28.0
192|10.98|-6.58|77.0
193|12.05|-27.74|30.0
194|-33.69|48.29|80.0
195|-26.91|-9.24|56.0
196|31.21|-48.76|55.0
197|38.76|29.95|90.0
198|26.59|-30.97|12.0
199|-31.45|-38.36|58.0
200|28.77|-33.37|58.0
201|-9.74|-10.79|71.0
202|0.34|-46.07|53.0
203|34.81|-26.76|13.0
204|42.18|30.74|13.0
205|-22.03|22.36|21.0
206|-26.08|-38.36|37.0
207|30.46|-19.99|55.0
208|-49.81|-26.68|92.0
209|-5.79|36.7|71.0
210|-1.86|29.78|91.0
211|7.68|-49.78|26.0
212|18.29|7.57|86.0
213|35.7|-38.65|20.0
214|25.03|-37.14|36.0
215|20.69|-48.24|79.0
216|15.72|-45.14|16.0
217|0.94|2.33|84.0
218|48.24|-34.18|46.0
219|19.17|-24.93|91.0
220|-24.62|37.23|41.0
221|-10.1|-39.92|17.0
222|31.79|23.58|39.0
223|-32.37|-0.08|32.0
224|-6.08|-49.56|59.0
225|-40.39|28.36|78.0
226|37.02|-47.87|79.0
227|-43.22|37.59|11.0
228|-5.8|-44.46|79.0
229|14.09|18.9|91.0
230|-17.59|-28.63|91.0
231|-2.04|5.17|32.0
232|-2.56|-48.08|95.0
233|32.21|-19.28|23.0
234|-3.9|-24.79|17.0
235|16.57|13.54|36.0
236|-22.71|19.53|65.0
237|-38.04|8.5|97.0
238|45.87|-0.73|78.0
239|-14.49|-24.18|68.0
240|-6.83|43.43|65.0
241|34.64|-41.09|53.0
242|-43.66|11.58|78.0
243|-35.26|-32.33|51.0
244|24.99|-41.76|88.0
245|-22.54|19.18|82.0
246|48.09|-23.29|30.0
247|37.91|-3.61|97.0
248|-43.34|-24.26|22.0
249|28.2|-2.96|73.0
250|-41.43|-31.35|16.0
251|-38.0|-39.76|12.0
252|-19.42|-16.82|68.0
253|-19.81|26.07|11.0
254|29.57|32.85|84.0
255|-28.8|4.66|96.0
256|20.46|25.41|47.0
257|11.45|5.77|28.0
258|-29.15|22.88|36.0
259|0.81|7.13|43.0
260|-5.45|8.63|40.0
261|-23.79|20.35|63.0
262|34.89|-37.98|84.0
263|22.31|47.2|93.0
264|-33.18|-11.35|34.0
265|-37.49|5.38|52.0
266|-37.57|5.17|70.0
267|5.62|43.38|39.0
268|-41.94|31.63|18.0
269|44.3|-43.41|37.0
270|-16.38|1.56|59.0
271|49.43|-36.49|95.0
272|14.42|-39.97|12.0
273|-18.34|-0.26|47.0
274|-15.61|-16.48|26.0
275|45.87|40.29|35.0
276|-44.52|21.83|22.0
277|47.5|-34.04|26.0
278|-26.93|31.84|73.0
279|-29.76|48.57|88.0
280|49.22|45.86|37.0
281|-15.57|41.39|74.0
282|6.8|-7.02|90.0
283|12.02|26.04|40.0
284|-13.9|-28.98|63.0
285|20.15|-14.42|48.0
286|-37.43|48.61|54.0
287|-11.88|44.01|70.0
288|49.52|-37.55|21.0
289|-4.98|37.56|67.0
290|-37.32|-37.16|19.0
291|4.33|-40.19|10.0
292|4.98|-47.56|22.0
293|-19.77|-46.19|28.0
294|-10.62|-42.46|69.0
295|-43.89|7.67|85.0
296|-44.89|-30.99|79.0
297|-9.88|47.29|41.0
298|48.43|-8.9|39.0
299|-15.39|9.41|20.0
300|32.94|39.95|90.0
301|17.16|21.6|65.0
302|-33.68|41.1|17.0
303|28.94|11.83|19.0
304|30.59|-14.58|52.0
305|43.13|19.5|96.0
306|31.05|16.2|91.0
